"","ï..X","Y","OBJECTID","ReferenceNumber","CategoryHierarchy","CategoryLevel1","CategoryLevel2","CategoryLevel3","CategoryLevel4","CategoryLevel5","CategoryName","CouncilDistrictNumber","SourceLevel1","Neighborhood","DateCreated","DateUpdated","DateClosed","StatusType","SystemId","ServiceLevelName","Latitude","Longitude","XCoord","YCoord","CrossStreet","GlobalID","ZIP"
"4642",-121.544762109132,38.493133649384,14777,"160606-001469","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",7,"Email","Pocket","2016-06-07T00:22:47.000Z","2017-05-21T10:17:21.000Z","2017-05-21T10:17:21.000Z","Completed",41101,"",38.4931285805837,-121.544748941212,6691965.38564015,1941735.04950887,"SAILWIND WAY","e0666c14-03d8-4ca2-992b-0d2e94e7cc15","95831"
"4643",-121.438136230724,38.4512731733985,14778,"160606-001467","Solid Waste : Kick truck : Recycle","Solid Waste","Kick truck","",NA,NA,"Recycle",7,"Phone Call","Valley Hi / North Laguna","2016-06-07T00:23:51.000Z","2017-01-27T18:50:46.000Z","2017-01-27T18:43:28.000Z","Closed",41103,"36 Hours-No Holidays-M/F-24h",38.4512681000678,-121.438123084388,6722576.981668,1926661.374911,"PINE RIVER WAY","9c122b86-3112-406e-bd1c-3243d1089a76","95823"
"4644",-121.460838391149,38.5563206304191,14779,"160606-001471","Water : Notify Supervisor","Water","","",NA,NA,"Notify Supervisor",5,"Email","Med Center","2016-06-07T00:24:10.000Z","2017-05-21T10:17:21.000Z","2017-05-21T10:17:21.000Z","Completed",41104,"2 Hours-All Holidays-24x7",38.556315549979,-121.460825228449,6715848.6490527,1964877.4815717,"39TH ST","83445315-8350-4724-9794-18d52c48bcc5","95817"
"4645",-121.42927211699,38.5420671954688,14780,"160606-001472","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",6,"Mobile App","Tahoe Park","2016-06-07T00:24:27.000Z","2017-05-21T09:58:22.000Z","2017-05-21T09:58:22.000Z","Completed",41105,"",38.5420621138342,-121.429258960927,6724907.79764181,1959741.892147,"11TH AVE","6257db8e-977b-460f-ac52-fad8eb44c93c","95820"
"4646",-121.427434650722,38.446759021627,14781,"160606-001466","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",8,"Phone Call","Valley Hi / North Laguna","2016-06-07T00:27:40.000Z","2017-05-21T09:52:21.000Z","2017-05-21T09:52:21.000Z","Completed",41107,"36 Hours-No Holidays-M/F-24h",38.4467539478711,-121.427421506593,6725652.01716128,1925036.5721954,"MISTYVALE CT","1ec068d1-0615-4d62-b542-ea17e7fd1698","95823"
"4647",-121.473568263965,38.5662611261273,14782,"160606-001476","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",4,"Email","Midtown / Winn Park / Capital Avenue","2016-06-07T00:29:11.000Z","2017-05-21T10:17:22.000Z","2017-05-21T10:17:22.000Z","Completed",41109,"36 Hours-No Holidays-M/F-24h",38.5662560458192,-121.473555098074,6712187.49621529,1968476.20725982,"27TH ST","778154ef-745e-47c5-ba48-c73392d860d2","95816"
"4648",-121.527389720415,38.6328437731603,14783,"160606-001480","Solid Waste : Replace Can : Recycle","Solid Waste","Replace Can","",NA,NA,"Recycle",1,"Email","Gateway West","2016-06-07T00:35:44.000Z","2017-05-21T10:17:22.000Z","2017-05-21T10:17:22.000Z","Completed",41113,"",38.6328386913788,-121.527376537994,6696672.94238161,1992639.371673,"SCREECH OWL WAY","fc11ba49-970e-4f45-b084-2d4cf2f16aa0","95834"
"4649",-121.461682994172,38.5705616622569,14784,"160606-001479","Sewer : Determine Responsibility","Sewer","","",NA,NA,"Determine Responsibility",3,"Phone Call","East Sacramento","2016-06-07T00:37:13.000Z","2017-05-21T10:28:23.000Z","2017-05-21T10:28:23.000Z","Completed",41115,"2 Hours-All Holidays-24x7",38.5705565806877,-121.46166982959,6715576.40879116,1970062.25597115,"J ST","0b296a9e-aa85-43a6-8a70-66bc56043db3","95816"
"4650",-121.412211096992,38.5056964029709,14785,"160606-001477","Code Enforcement : High Weeds - Private Property : Empty Lot","Code Enforcement","High Weeds - Private Property","",NA,NA,"Empty Lot",6,"Phone Call","Glen Elder","2016-06-07T00:38:00.000Z","2017-01-27T18:50:47.000Z","2017-01-27T18:43:28.000Z","Closed",41116,"30 Days-All Holidays-M/F-24h",38.5056913231027,-121.412197948028,6729873.126783,1946527.766129,"SUN RIVER DR","2770fb0b-e5fa-4ed0-b250-fcce94d42a55","95828"
"4651",-121.527318183891,38.6830458596268,14786,"160606-001468","Parks : Maintenance : Mowing/Weeds","Parks","Maintenance","",NA,NA,"Mowing/Weeds",1,"Phone Call","Heritage Park","2016-06-07T00:47:12.000Z","2017-11-27T15:56:53.000Z","2017-11-27T15:55:30.000Z","Completed",41123,"48 Hours-All Holidays-M/F",38.6830458596267,-121.527318183891,6696598.28339366,2010921.86916949,"WHEATSHEAF LN","aa3b099c-30b4-442f-9d7e-34da0f870944","95835"
"4652",-121.456649154125,38.5427017271537,14787,"160606-001488","Sewer : Notify Supervisor","Sewer","","",NA,NA,"Notify Supervisor",5,"Phone Call","Central Oak Park","2016-06-07T00:49:00.000Z","2017-01-27T18:50:49.000Z","2017-01-27T18:43:28.000Z","Closed",41124,"2 Hours-All Holidays-24x7",38.5426966475388,-121.456635993746,6717076.239256,1959924.975421,"8TH AVE","0bde0eef-6242-4e95-a18f-f854b3177ea3","95817"
"4653",-121.478605845035,38.5621384189748,14788,"160606-001497","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",4,"Phone Call","Newton Booth","2016-06-07T00:58:49.000Z","2017-05-21T09:52:21.000Z","2017-05-21T09:52:21.000Z","Completed",41131,"36 Hours-No Holidays-M/F-24h",38.5621333393937,-121.478592678871,6710755.78401151,1966966.52133604,"UPTOWN ALY","e9be751d-df76-440a-8074-6b9b662bd3cc","95818"
"4654",-121.436761601831,38.6267056287686,14789,"160606-001499","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",2,"Phone Call","South Hagginwood","2016-06-07T01:00:34.000Z","2017-07-06T19:07:20.000Z","2017-07-06T19:05:04.000Z","Completed",41134,"7 Days-No Holidays-M/F-24h",38.626700540607,-121.436748434188,6722574.675381,1990551.563117,"CALLECITA ST","c97d6830-4e11-4a1f-8941-5c896aa29e8a","95815"
"4655",-121.478951943107,38.5405672029748,14790,"160606-001492","Parks : Maintenance : Irrigation","Parks","Maintenance","",NA,NA,"Irrigation",5,"Phone Call","Curtis Park","2016-06-07T01:02:48.000Z","2017-11-27T15:56:56.000Z","2017-11-27T15:55:30.000Z","Completed",41136,"48 Hours-All Holidays-M/F",38.5405672029747,-121.478951943107,6710701.86444548,1959110.28125161,"COLEMAN WAY","143f1c99-93b5-4343-9a5b-c92a699c55cf","95818"
"4656",-121.491586995669,38.5567670313942,14791,"160606-001502","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",4,"Phone Call","Land Park","2016-06-07T01:04:48.000Z","2017-05-21T09:52:21.000Z","2017-05-21T09:52:21.000Z","Cancelled",41139,"",38.5567619532464,-121.491573828159,6707054.98930051,1964989.37017371,"2ND AVE","59439efd-76d8-4fd7-844c-3815e6e9c53b","95818"
"4657",-121.477556827969,38.5618593378444,14792,"160606-001505","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",4,"Phone Call","Newton Booth","2016-06-07T01:08:26.000Z","2017-05-21T09:52:21.000Z","2017-05-21T09:52:21.000Z","Completed",41143,"36 Hours-No Holidays-M/F-24h",38.5618542582071,-121.477543662002,6711056.31668351,1966866.60994237,"UPTOWN ALY","865e8175-5afd-4ba2-89dc-98dac56c82ce","95818"
"4658",-121.478381025109,38.5626590285982,14793,"160606-001506","Solid Waste : Kick truck : Garbage","Solid Waste","Kick truck","",NA,NA,"Garbage",4,"Phone Call","Newton Booth","2016-06-07T01:10:27.000Z","2017-05-21T09:52:22.000Z","2017-05-21T09:52:22.000Z","Completed",41144,"36 Hours-No Holidays-M/F-24h",38.5626539489565,-121.478367858916,6710818.97916651,1967156.48265589,"25TH ST","abe0656a-c680-4787-be4f-727d1c641d2b","95818"
"4659",-121.445044230852,38.4650201726082,14794,"160606-001516","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",7,"Phone Call","Valley Hi / North Laguna","2016-06-07T01:24:37.000Z","2017-05-21T09:52:22.000Z","2017-05-21T09:52:22.000Z","Completed",41151,"36 Hours-No Holidays-M/F-24h",38.4650150986415,-121.445031081772,6720568.12160117,1931655.50710813,"BECKET WAY","f0f7dbd2-ef00-49cc-a10d-eba050d92352","95823"
"4660",-121.509640056637,38.6237169678819,14795,"160606-001518","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Phone Call","South Natomas","2016-06-07T01:34:01.000Z","2017-07-06T19:07:21.000Z","2017-07-06T19:05:04.000Z","Completed",41155,"",38.6237118855111,-121.509626878087,6701761.071355,1989342.47929,"KASHMIR WAY","541d6c8b-9e4d-4cac-9e8b-76b6df5711ea","95833"
"4661",-121.436522710558,38.6314333332823,14796,"160606-001522","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",2,"Web App","Hagginwood","2016-06-07T01:37:56.000Z","2017-07-06T19:07:23.000Z","2017-07-06T19:05:04.000Z","Completed",41156,"",38.6314282447065,-121.436509542368,6722632.244824,1992273.690588,"OSMER LN","9c42ae0d-1671-4ae9-83df-08eca1c954aa","95838"
"4662",-121.501107624433,38.5254842057618,14797,"160606-001524","Sewer : Backup Inside","Sewer","","",NA,NA,"Backup Inside",4,"Phone Call","South Land Park","2016-06-07T01:43:13.000Z","2017-05-21T09:52:22.000Z","2017-05-21T09:52:22.000Z","Completed",41162,"2 Hours-All Holidays-24x7",38.5254791309534,-121.501094459291,6704395.06316556,1953581.88048461,"MONTEREY WAY","b3e5486b-1467-427b-afef-eab402c90b94","95822"
"4663",-121.524760578084,38.4797161605127,14798,"160606-001527","Water : Water Conservation : Water Use Complaint","Water","Water Conservation","",NA,NA,"Water Use Complaint",7,"Phone Call","Pocket","2016-06-07T01:44:45.000Z","2017-05-21T09:52:22.000Z","2017-05-21T09:52:22.000Z","Completed",41164,"30 Days-All Holidays-M/F",38.4797110913254,-121.52474741489,6697715.58260172,1936878.0448091,"W BAY LN","f37ac2e2-0960-479e-b0ce-b5e7c1a82fa9","95831"
"4664",-121.474740343935,38.5649196092235,14799,"160606-001521","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",4,"Phone Call","Newton Booth","2016-06-07T01:49:11.000Z","2017-05-21T09:52:22.000Z","2017-05-21T09:52:22.000Z","Completed",41167,"36 Hours-No Holidays-M/F-24h",38.5649145291166,-121.474727178027,6711855.20332039,1967985.72283535,"R ST","8348a52d-d067-4d81-b8ff-d444e9529b24","95816"
"4665",-121.52210690663,38.4827432241613,14800,"160606-001531","Sewer : Backup Inside","Sewer","","",NA,NA,"Backup Inside",7,"Phone Call","Pocket","2016-06-07T01:50:32.000Z","2017-05-21T09:52:22.000Z","2017-05-21T09:52:22.000Z","Completed",41168,"2 Hours-All Holidays-24x7",38.48273815452,-121.522093743476,6698469.43576131,1937984.40879383,"RUSH RIVER DR","0f2e0803-08b8-471d-baf7-ddab0e6276b5","95831"
"4666",-121.443236525903,38.5543035004393,14801,"160606-001540","Parks : Maintenance : Irrigation","Parks","Maintenance","",NA,NA,"Irrigation",6,"Mobile App","Elmhurst","2016-06-07T02:03:04.000Z","2017-11-27T15:56:54.000Z","2017-11-27T15:55:30.000Z","Completed",41175,"48 Hours-All Holidays-M/F",38.5543035004392,-121.443236525903,6720886.5019813,1964173.24721659,"52ND ST","f997eeaa-cf83-4e1c-bee4-b1ff79fc4cc5","95819"
"4667",-121.431089872689,38.6583540584527,14802,"160606-001543","Solid Waste : Oil Collection","Solid Waste","","",NA,NA,"Oil Collection",2,"Mobile App","Raley Industrial Park","2016-06-07T02:06:36.000Z","2017-05-21T10:01:22.000Z","2017-05-21T10:01:22.000Z","Completed",41178,"",38.6583489672121,-121.431076702008,6724122.78364622,2002087.17467553,"JOYCE LN","d6c69b82-2f5f-4e5e-9a15-eba5517b8093","95838"
"4668",-121.478852517015,38.5588739263968,14803,"160606-001535","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",5,"Phone Call","Curtis Park","2016-06-07T02:09:59.000Z","2017-05-21T09:52:23.000Z","2017-05-21T09:52:23.000Z","Completed",41179,"36 Hours-No Holidays-M/F-24h",38.5588688471078,-121.478839351214,6710692.07004149,1965777.27386568,"X ST","7fb52d7e-8a60-4f72-a03b-f3e922cca255","95818"
"4669",-121.461949876754,38.5391892205939,14804,"160606-001545","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",5,"Mobile App","South Oak Park","2016-06-07T02:10:16.000Z","2017-05-21T09:59:20.000Z","2017-05-21T09:59:20.000Z","Completed",41180,"7 Days-No Holidays-M/F-24h",38.5391841416742,-121.461936715985,6715567.75129209,1958636.79360628,"14TH AVE","df34862a-bc2e-4c6f-9af3-9f1e116a8ad8","95820"
"4670",-121.485200323179,38.5282106004428,14805,"160606-001552","Solid Waste : Replace Can : Lawn and Garden","Solid Waste","Replace Can","",NA,NA,"Lawn and Garden",5,"Phone Call","Hollywood Park","2016-06-07T02:21:50.000Z","2017-05-21T09:52:23.000Z","2017-05-21T09:52:23.000Z","Completed",41187,"",38.5282055242027,-121.485187160161,6708940.19857583,1954600.14333429,"23RD ST","6c89cc13-d420-4658-a1af-86f350e2cb9f","95822"
"4671",-121.488353328426,38.6244636060195,14806,"160606-001553","Water : Leak","Water","","",NA,NA,"Leak",3,"Phone Call","South Natomas","2016-06-07T02:23:34.000Z","2017-05-21T09:53:22.000Z","2017-05-21T09:53:22.000Z","Completed",41189,"",38.6244585219678,-121.488340153074,6707840.86930978,1989647.91241728,"WIESE WAY","0e45a61f-5501-49c7-b32a-a2cdd00684fb","95833"
"4672",-121.468379316692,38.4772461804877,14807,"160606-001558","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Mobile App","Meadowview","2016-06-07T02:38:40.000Z","2017-05-21T09:58:22.000Z","2017-05-21T09:58:22.000Z","Completed",41192,"",38.4772411072529,-121.468366162511,6713860.73673845,1936067.95378924,"DETROIT BLVD","4d983b92-4297-4d8b-8160-77a0467212d4","95832"
"4673",-121.520243281872,38.5239230112274,14808,"160606-001559","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Web App","South Land Park","2016-06-07T02:39:32.000Z","2017-07-06T19:07:24.000Z","2017-07-06T19:05:04.000Z","Completed",41193,"",38.5239179379978,-121.520230113967,6698923.730978,1952983.856378,"KINGSTON WAY","ed84e4f8-dab2-4b77-b52b-96df0f3880ff","95822"
"4674",-121.503180388658,38.6221024840203,14809,"160606-001561","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",3,"Web App","South Natomas","2016-06-07T02:40:55.000Z","2017-07-06T19:07:26.000Z","2017-07-06T19:05:04.000Z","Completed",41196,"",38.6220974012934,-121.503167211305,6703609.725832,1988764.548149,"PEBBLEWOOD DR","c6469cb9-d6f5-4106-8bd1-43a983a444bf","95833"
"4675",-121.486132483836,38.494384640844,14810,"160606-001564","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",8,"Web App","Meadowview","2016-06-07T02:46:30.000Z","2017-01-27T18:50:51.000Z","2017-01-27T18:43:28.000Z","Closed",41197,"",38.4943795675114,-121.486119324816,6708743.192513,1942280.100957,"62ND AVE","e3aba84f-e085-4df5-9afe-2c03aa3c190d","95822"
"4676",-121.501155366341,38.6567045738918,14811,"160606-001566","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",1,"Mobile App","Natomas Park","2016-06-07T02:51:48.000Z","2017-07-06T19:07:28.000Z","2017-07-06T19:05:04.000Z","Completed",41201,"",38.6566994881248,-121.50114218502,6704119.088971,2001368.936634,"ITASCA AVE","756bd3aa-2712-47ed-8ad3-dc02006fb4c4","95835"
"4677",-121.535353935756,38.6150998827482,14812,"160606-001570","Code Enforcement : Graffiti","Code Enforcement","","",NA,NA,"Graffiti",4,"Web App","Willowcreek","2016-06-07T03:01:08.000Z","2016-08-18T18:05:27.000Z","2016-08-18T18:05:25.000Z","Closed",41206,"30 Days-All Holidays-M/F-24h",38.6150948030498,-121.535340754298,6694431.00057,1986165.74786,"I 80 EB","ba1779fd-998d-4756-90c1-1b02386ce1b5","95833"
"4678",-121.43608749788,38.529081502407,14813,"160606-001572","Code Enforcement : Business Compliance : Shopping Cart","Code Enforcement","Business Compliance","",NA,NA,"Shopping Cart",6,"Mobile App","Tallac Village","2016-06-07T03:03:44.000Z","2017-01-27T18:50:53.000Z","2017-01-27T18:43:28.000Z","Closed",41210,"30 Days-All Holidays-M/F-24h",38.5290764223785,-121.436074342354,6722987.859381,1955000.687447,"25TH AVE","560e66a9-8a85-4f44-8a7a-bf5be37375c5","95820"
"4679",-121.423940551825,38.625319835242,14814,"160606-001574","Parks : Safety : Nuisance","Parks","Safety","",NA,NA,"Nuisance",2,"Phone Call","Cannon Industrial Park","2016-06-07T03:13:18.000Z","2017-01-27T18:50:54.000Z","2017-01-27T18:43:28.000Z","Closed",41212,"1 Hour-All Holidays-M/F",38.6253147462225,-121.423927386339,6726240.504272,1990069.853254,"ARCADE BLVD","528a8297-5288-4189-a986-865f7a7a9dcc","95815"
"4680",-121.439396344594,38.6099420619307,14815,"160606-000777","Code Enforcement : Vehicle On-Street : No Hazard","Code Enforcement","Vehicle On-Street","",NA,NA,"No Hazard",2,"Phone Call","Old North Sacramento","2016-06-07T03:13:28.000Z","2016-07-01T23:05:48.000Z","2016-07-01T23:05:44.000Z","Closed",41213,"30 Days-All Holidays-M/F-24h",38.6101405607863,-121.439856942784,6721859.6596815,1984442.06415572,"ACRES OF IVY MHP","ced69027-bd4e-48a7-8923-2803c902649b","95815"
"4681",-121.489566904037,38.5852583380255,14816,"160606-001587","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",4,"Web App","Alkali Flat","2016-06-07T03:28:30.000Z","2017-05-21T09:52:23.000Z","2017-05-21T09:52:23.000Z","Completed",41222,"36 Hours-No Holidays-M/F-24h",38.5852532573414,-121.489553733334,6707574.36505919,1975368.40635366,"11TH ST","1b605ed0-923a-4df2-9d83-5a3b4902729c","95814"
"4682",-121.477169425264,38.5260512055056,14817,"160606-001598","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",5,"Web App","North City Farms","2016-06-07T04:04:35.000Z","2017-05-21T09:57:22.000Z","2017-05-21T09:57:22.000Z","Completed",41234,"7 Days-No Holidays-M/F-24h",38.526046128839,-121.477156263752,6711242.11228437,1953826.86425627,"29TH AVE","c8aad925-1c30-441d-9ee3-d0e9dedf68e3","95820"
"4683",-121.483853490355,38.5713665715191,14818,"160606-001597","Urban Forestry : Inspection","Urban Forestry","","",NA,NA,"Inspection",4,"Phone Call","Midtown / Winn Park / Capital Avenue","2016-06-07T04:05:07.000Z","2016-08-17T16:49:09.000Z","2016-08-17T16:49:06.000Z","Completed",41235,"7 Days-All Holidays-M/F",38.5713614915634,-121.483840322244,6709236.222458,1970318.609216,"O ST","7b4a2795-a531-4681-81c7-21e2ead6550e","95811"
"4684",-121.436895034783,38.6690956231736,14819,"160606-001601","Solid Waste : Oil Collection","Solid Waste","","",NA,NA,"Oil Collection",2,"Web App","Raley Industrial Park","2016-06-07T04:13:48.000Z","2017-05-21T09:57:21.000Z","2017-05-21T09:57:21.000Z","Completed",41237,"",38.6690905314774,-121.436881861872,6722440.90144947,2005988.64825385,"DRY CREEK RD","1285c9c7-8827-46a8-ab8a-a107026343b4","95673"
"4685",-121.516239321475,38.4856547335152,14820,"160606-001607","Solid Waste : Illegal Dumping : Street / Sidewalk","Solid Waste","Illegal Dumping","",NA,NA,"Street / Sidewalk",7,"Mobile App","Pocket","2016-06-07T04:21:14.000Z","2017-05-20T07:20:20.000Z","2017-05-20T07:20:20.000Z","Completed",41242,"7 Days-No Holidays-M/F-24h",38.485649663187,-121.516226158871,6700143.39754337,1939053.59351891,"ROSE TREE WAY","8665bb36-28dd-4a28-9cf0-20d994d44fcd","95831"
"4686",-121.477779502662,38.5285949059637,14821,"160606-001613","Solid Waste : Info : Other","Solid Waste","Info","",NA,NA,"Other",5,"Web App","North City Farms","2016-06-07T04:28:23.000Z","2016-06-10T05:58:13.000Z","","In Progress",41248,"",38.52858982913,-121.477766340744,6711062.25967103,1954752.2096762,"25TH ST","fa1b85f3-172f-4721-8235-ec0dcfde26c3","95820"
"4687",-121.436613889317,38.4661020377352,14822,"160606-001612","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",7,"Phone Call","Valley Hi / North Laguna","2016-06-07T04:29:38.000Z","2017-05-21T09:53:21.000Z","2017-05-21T09:53:21.000Z","Completed",41249,"36 Hours-No Holidays-M/F-24h",38.4660969630419,-121.43660074141,6722979.46525272,1932064.34535632,"GEARNY DR","e3909da9-40b9-4043-b079-c40ed61f8beb","95823"
"4688",-121.446256741758,38.5581745498736,14823,"160606-001611","Urban Forestry : Inspection","Urban Forestry","","",NA,NA,"Inspection",3,"Phone Call","East Sacramento","2016-06-07T04:30:08.000Z","2016-07-07T17:40:45.000Z","2016-07-07T16:30:21.000Z","Completed",41250,"7 Days-All Holidays-M/F",38.5581694681735,-121.446243581086,6720014.24024264,1965577.70218092,"Q ST","a9eeae53-cb4d-4493-a09b-cadca565399f","95819"
"4689",-121.500828175651,38.5159222687555,14824,"160606-001620","Solid Waste : Appliance and eWaste","Solid Waste","","",NA,NA,"Appliance and eWaste",5,"Phone Call","Freeport Manor","2016-06-07T05:20:16.000Z","2017-05-21T09:53:23.000Z","2017-05-21T09:53:23.000Z","Completed",41260,"",38.5159171947269,-121.500815011724,6704494.13521386,1950100.10809375,"FREEPORT BLVD","95c3d573-3fbd-4eb7-8184-cf0720357693","95822"
"4690",-121.475403163706,38.5833191589588,14825,"160606-001624","Solid Waste : Deliver Can : Lawn and Garden","Solid Waste","Deliver Can","",NA,NA,"Lawn and Garden",4,"Web App","New Era Park","2016-06-07T05:29:09.000Z","2017-05-21T10:56:22.000Z","2017-05-21T10:56:22.000Z","Completed",41262,"",38.5833140773622,-121.475389995432,6711627.00845182,1974685.26331556,"CHINATOWN ALY","5e45fc28-3c65-4c33-96b5-94a04c47ffdd","95811"
"4691",-121.522210038351,38.6249197210683,14826,"160606-001626","Water : Water Conservation : Water Use Complaint","Water","Water Conservation","",NA,NA,"Water Use Complaint",1,"Email","Gateway West","2016-06-07T05:41:12.000Z","2017-05-19T22:09:31.000Z","2017-05-19T22:09:31.000Z","Completed",41264,"30 Days-All Holidays-M/F",38.6249146395531,-121.52219685771,6698167.69196731,1989761.36362979,"STAYSAIL ST","1cc3476f-6733-4ff3-93df-9c9ce9ee86e2","95833"
"4692",-121.47755221202,38.5618699858725,14827,"160606-001630","Solid Waste : Missed Service : Garbage","Solid Waste","Missed Service","",NA,NA,"Garbage",4,"Mobile App","Newton Booth","2016-06-07T06:06:34.000Z","2017-05-21T09:53:23.000Z","2017-05-21T09:53:23.000Z","Completed",41268,"36 Hours-No Holidays-M/F-24h",38.561864906234,-121.477539046052,6711057.61424673,1966870.49526354,"UPTOWN ALY","52a2e908-f00a-4bc8-a0ec-653c83e58090","95818"
"4693",-121.508791769136,38.5078672979999,14828,"160607-000008","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Mobile App","South Land Park","2016-06-07T10:51:54.000Z","2017-05-21T09:57:21.000Z","2017-05-21T09:57:21.000Z","Completed",41281,"",38.5078622252481,-121.508778604965,6702231.45983183,1947154.27778796,"47TH AVE","f9df727b-f6d4-4cef-93d3-ad5f2bf3e615","95831"
"4694",-121.508822181855,38.5077817550628,14829,"160607-000009","Solid Waste : Household Junk","Solid Waste","","",NA,NA,"Household Junk",5,"Mobile App","South Land Park","2016-06-07T10:54:40.000Z","2017-07-06T19:07:26.000Z","2017-07-06T19:05:04.000Z","Completed",41282,"",38.5077766823215,-121.50880901769,6702222.925584,1947123.078198,"47TH AVE","aea58e41-7677-4c59-bafe-ffe68b45f9bd","95831"
"4695",-121.508791769136,38.5078672979999,14830,"160607-000010","Solid Waste : Repair Can : Recycle : Lid","Solid Waste","Repair Can","Recycle",NA,NA,"Lid",5,"Email","South Land Park","2016-06-07T10:58:25.000Z","2017-05-21T10:17:22.000Z","2017-05-21T10:17:22.000Z","Completed",41283,"",38.5078622252481,-121.508778604965,6702231.45983183,1947154.27778796,"47TH AVE","7ac38bfa-1e43-4497-bce8-c9b387b9395a","95831"
"4696",-121.475694264055,38.564626338464,14831,"160607-000016","Solid Waste : Kick truck : Lawn and Garden","Solid Waste","Kick truck","",NA,NA,"Lawn and Garden",4,"Email","Newton Booth","2016-06-07T12:53:28.000Z","2017-05-21T10:17:22.000Z","2017-05-21T10:17:22.000Z","Completed",41287,"36 Hours-No Holidays-M/F-24h",38.5646212584539,-121.475681098036,6711583.07313877,1967877.34627741,"26TH ST","3c6aa60a-bfc3-405d-82a3-680954b51e2f","95816"
"4697",-121.467590773124,38.5326210786141,14832,"160607-000015","Water : Water Conservation : Water Use Complaint","Water","Water Conservation","",NA,NA,"Water Use Complaint",5,"Phone Call","South Oak Park","2016-06-07T13:09:20.000Z","2017-05-21T09:53:22.000Z","2017-05-21T09:53:22.000Z","Completed",41289,"30 Days-All Holidays-M/F",38.532616000672,-121.467577612288,6713968.33010412,1956235.34760938,"36TH ST","1f820885-4bc3-4a7f-89e5-0da2420392bc","95820"
"4698",-121.449896563332,38.5646374611953,14833,"160607-000030","Water : Turn Water Off","Water","","",NA,NA,"Turn Water Off",3,"Phone Call","East Sacramento","2016-06-07T13:47:26.000Z","2017-05-21T09:53:23.000Z","2017-05-21T09:53:23.000Z","Completed",41300,"2 Hours-All Holidays-24x7",38.5646323792291,-121.449883401303,6718959.19288111,1967925.00007881,"M ST","3a5f99b6-9975-49bb-98d6-0a62d03a330f","95819"
"4699",-121.468210073831,38.4723904103898,14834,"160607-000039","Solid Waste : Notify Supervisor : Garbage","Solid Waste","Notify Supervisor","",NA,NA,"Garbage",7,"Phone Call","Meadowview","2016-06-07T14:03:18.000Z","2017-05-21T09:53:23.000Z","2017-05-21T09:53:23.000Z","Completed",41308,"24 Hours-No Holidays-M/F-24h",38.4723853375502,-121.468196920268,6713919.53435557,1934299.89385473,"GATES WAY","ed1a02af-18a4-4d8c-89ff-5213a8043549","95832"
"4700",-121.481511771427,38.5432426695657,14835,"160607-000040","Water : Turn Water On","Water","","",NA,NA,"Turn Water On",5,"Phone Call","Curtis Park","2016-06-07T14:05:49.000Z","2017-01-27T18:50:56.000Z","2017-01-27T18:43:28.000Z","Closed",41313,"2 Hours-All Holidays-24x7",38.543237591788,-121.481498607133,6709964.145205,1960080.42866,"24TH ST","82744ad1-a12c-4f65-93ff-c483e95b6de3","95818"
